lidar_end_time     cur_frame_time(s)      ekf_consuming_time(s)
18.225000    0.004720             0.002868
18.297000    0.005054             0.003733
18.330000    0.004705             0.002592
18.365000    0.004495             0.003036
18.398000    0.006853             0.005599
18.432000    0.004293             0.003017
18.466000    0.004429             0.003160
18.501000    0.007252             0.004982
18.531000    0.003540             0.002357
18.570000    0.003401             0.002170
18.603000    0.006551             0.004522
18.636000    0.007472             0.005639
18.671000    0.006089             0.004128
18.706000    0.005645             0.003516
18.738000    0.003402             0.002195
18.772000    0.004298             0.003024
18.807000    0.003443             0.002231
18.845000    0.007070             0.005205
18.876000    0.003412             0.002145
18.911000    0.005073             0.003468
18.947000    0.004392             0.002967
18.981000    0.004772             0.003275
19.013000    0.004863             0.003632
19.049000    0.007016             0.004599
19.082000    0.008089             0.005320
19.119000    0.004092             0.002424
19.148000    0.003700             0.002366
19.186000    0.006102             0.003873
19.218000    0.004518             0.003064
19.256000    0.007160             0.004942
19.324000    0.003529             0.002186
19.393000    0.005268             0.003807
19.458000    0.003582             0.002370
19.498000    0.003615             0.002364
19.532000    0.006870             0.005443
19.564000    0.004151             0.002673
19.596000    0.003631             0.002218
19.636000    0.006549             0.004499
19.668000    0.006437             0.004664
19.700000    0.003465             0.002212
19.736000    0.004713             0.003484
19.773000    0.003318             0.002113
19.802000    0.004463             0.003072
19.839000    0.004366             0.003180
19.872000    0.004678             0.003424
19.906000    0.004909             0.003501
19.939000    0.004275             0.002988
19.974000    0.006358             0.004480
20.007000    0.003407             0.002147
20.041000    0.004480             0.003198
20.077000    0.003845             0.002628
20.112000    0.006834             0.004906
20.149000    0.004745             0.003314
20.181000    0.004801             0.002738
20.215000    0.003696             0.002269
20.247000    0.003275             0.002140
20.283000    0.003517             0.002439
20.316000    0.006887             0.004913
20.350000    0.004437             0.003155
20.383000    0.004365             0.002903
20.416000    0.004129             0.002636
20.464000    0.005488             0.003408
20.495000    0.004051             0.002616
20.532000    0.004719             0.003329
20.564000    0.004915             0.003572
20.597000    0.003302             0.002144
20.630000    0.004621             0.002293
20.666000    0.006845             0.004713
20.698000    0.004245             0.002989
20.734000    0.003279             0.002083
20.768000    0.004158             0.002948
20.806000    0.004506             0.003166
20.836000    0.003340             0.002093
20.870000    0.003255             0.002071
20.905000    0.004679             0.003405
20.952000    0.003937             0.002513
21.000000    0.004442             0.003202
21.041000    0.005381             0.003717
21.073000    0.004889             0.003313
21.106000    0.003795             0.002547
21.141000    0.006896             0.004795
21.175000    0.007875             0.005551
21.208000    0.003999             0.002734
21.276000    0.003402             0.002114
21.313000    0.004106             0.002476
21.344000    0.004351             0.003090
21.378000    0.003454             0.002312
21.417000    0.010585             0.002223
21.448000    0.003717             0.002501
21.494000    0.004049             0.002648
21.532000    0.004488             0.003028
21.568000    0.003793             0.002455
21.603000    0.004267             0.002655
21.642000    0.004359             0.002875
21.675000    0.003841             0.002585
21.705000    0.008686             0.006654
21.745000    0.005296             0.003877
21.784000    0.004349             0.002844
21.822000    0.004048             0.002655
21.857000    0.003831             0.002584
21.892000    0.004303             0.002773
21.926000    0.005282             0.003751
21.962000    0.004278             0.002685
21.993000    0.004859             0.003206
22.031000    0.004203             0.002540
22.065000    0.004236             0.002828
22.100000    0.004428             0.002967
22.135000    0.003719             0.002401
22.172000    0.005415             0.003944
22.208000    0.003429             0.002189
22.238000    0.007859             0.002971
22.273000    0.003454             0.002171
22.309000    0.005322             0.003835
22.346000    0.003572             0.002355
22.417000    0.005404             0.003401
22.485000    0.004405             0.003266
22.557000    0.004892             0.003333
22.626000    0.003416             0.002046
22.693000    0.003639             0.002480
22.728000    0.003757             0.002347
22.767000    0.004505             0.003204
22.798000    0.003385             0.002172
22.835000    0.004945             0.003678
22.865000    0.004759             0.003420
22.900000    0.003639             0.002409
22.935000    0.006904             0.004604
22.971000    0.005391             0.003219
23.003000    0.006078             0.003888
23.038000    0.003523             0.002261
23.071000    0.004112             0.002607
23.107000    0.004062             0.002747
23.140000    0.003926             0.002710
23.173000    0.007285             0.005185
23.207000    0.003621             0.002432
23.240000    0.003898             0.002615
23.274000    0.003705             0.002449
23.308000    0.004473             0.003227
23.343000    0.005554             0.003429
23.381000    0.004059             0.002551
23.414000    0.003655             0.002565
23.449000    0.005896             0.003589
23.481000    0.003673             0.002436
23.515000    0.006373             0.005123
23.552000    0.003596             0.002253
23.584000    0.004106             0.002604
23.617000    0.004954             0.003612
23.651000    0.005076             0.003831
23.682000    0.003317             0.002122
23.720000    0.003497             0.002322
23.768000    0.003321             0.002026
23.817000    0.004819             0.003528
23.848000    0.003442             0.002291
23.882000    0.003544             0.002402
23.922000    0.006089             0.003728
23.954000    0.002918             0.001809
23.990000    0.004015             0.002680
24.021000    0.004507             0.003111
24.055000    0.003209             0.002046
24.090000    0.003342             0.002081
24.123000    0.004435             0.003118
24.159000    0.003455             0.002376
24.193000    0.005150             0.003804
24.228000    0.004730             0.003309
24.258000    0.004283             0.003042
24.292000    0.003331             0.002193
24.327000    0.003432             0.002142
24.361000    0.003477             0.002362
24.397000    0.004384             0.003154
24.433000    0.003499             0.002155
24.466000    0.004208             0.002863
24.500000    0.003273             0.002139
24.533000    0.003205             0.002024
24.568000    0.004480             0.003308
24.605000    0.005780             0.003624
24.636000    0.003643             0.002198
24.671000    0.006369             0.004987
24.705000    0.003193             0.002134
24.739000    0.004010             0.002654
24.773000    0.003430             0.002381
24.812000    0.006565             0.004221
24.843000    0.003780             0.002400
24.877000    0.003479             0.002235
24.916000    0.006255             0.004151
24.948000    0.004586             0.003180
24.981000    0.006596             0.004780
25.014000    0.003473             0.002328
25.050000    0.005396             0.004049
25.085000    0.003980             0.002443
25.121000    0.003603             0.002336
25.153000    0.003466             0.002223
25.188000    0.004235             0.002965
25.222000    0.003755             0.002386
25.255000    0.003333             0.002052
25.296000    0.003156             0.001999
25.344000    0.005120             0.003862
25.391000    0.005013             0.003693
25.434000    0.004048             0.002785
25.465000    0.003381             0.002259
25.500000    0.004615             0.003033
25.535000    0.003284             0.002122
25.570000    0.007041             0.005090
25.602000    0.003168             0.001947
25.637000    0.006801             0.004489
25.671000    0.004497             0.003106
25.704000    0.005407             0.003915
25.735000    0.007470             0.005295
25.808000    0.003891             0.002644
25.880000    0.006894             0.005396
25.951000    0.004223             0.003066
26.017000    0.003257             0.002135
26.054000    0.006239             0.004865
26.124000    0.004660             0.003340
26.191000    0.003522             0.002242
26.224000    0.006685             0.005186
26.259000    0.004566             0.003283
26.292000    0.004866             0.003689
26.364000    0.003482             0.002201
26.430000    0.004049             0.002872
26.464000    0.003230             0.002217
26.500000    0.004791             0.003342
26.533000    0.005293             0.003148
26.587000    0.003746             0.002348
26.621000    0.003287             0.002102
26.656000    0.004452             0.003126
26.694000    0.003547             0.002265
26.731000    0.004347             0.002887
26.822000    0.004330             0.002870
26.852000    0.003635             0.002436
26.889000    0.004730             0.003192
26.924000    0.004634             0.003201
26.956000    0.003167             0.002069
26.990000    0.003341             0.002100
27.025000    0.004095             0.002795
27.058000    0.007894             0.005767
27.096000    0.007551             0.004260
27.136000    0.006157             0.003890
27.173000    0.006463             0.004565
27.205000    0.003464             0.002268
27.244000    0.004574             0.002477
27.293000    0.006116             0.004166
27.334000    0.004967             0.003642
27.367000    0.003706             0.002395
27.401000    0.005754             0.004336
27.434000    0.005387             0.003250
27.469000    0.004620             0.003378
27.504000    0.004690             0.003372
27.535000    0.007710             0.005447
27.571000    0.006833             0.004949
27.605000    0.006888             0.005539
27.637000    0.007718             0.005491
27.671000    0.003398             0.002096
27.705000    0.004767             0.003607
27.739000    0.004930             0.003599
27.774000    0.005215             0.003723
27.808000    0.007192             0.004913
27.841000    0.003101             0.001975
27.879000    0.005240             0.003855
27.913000    0.005457             0.003397
27.950000    0.007086             0.004717
27.996000    0.004763             0.003082
28.046000    0.003484             0.002217
28.092000    0.004982             0.003588
28.125000    0.003547             0.002330
28.158000    0.003425             0.002197
28.194000    0.004155             0.002768
28.228000    0.004387             0.003116
28.261000    0.003570             0.002396
28.291000    0.004461             0.003130
28.332000    0.003579             0.002418
28.365000    0.003485             0.002363
28.397000    0.003372             0.002142
28.433000    0.003381             0.002050
28.469000    0.003575             0.002414
28.501000    0.003363             0.002103
28.535000    0.003364             0.002211
28.569000    0.007643             0.005505
28.602000    0.005867             0.003431
28.636000    0.003228             0.002049
28.671000    0.004149             0.003050
28.705000    0.005042             0.003615
28.739000    0.004176             0.002926
28.776000    0.003196             0.002113
28.808000    0.004383             0.003148
28.844000    0.007653             0.004323
28.874000    0.004187             0.002838
28.913000    0.006971             0.004338
28.947000    0.004767             0.003237
28.979000    0.004579             0.003395
29.012000    0.003732             0.002434
29.048000    0.003731             0.002519
29.084000    0.003501             0.002278
29.116000    0.006902             0.005043
29.147000    0.007330             0.005119
29.184000    0.003610             0.002363
29.220000    0.003796             0.002405
29.252000    0.003384             0.002198
29.287000    0.006451             0.003180
29.321000    0.003365             0.002259
29.359000    0.004109             0.002781
29.424000    0.003340             0.002108
29.460000    0.003706             0.002446
29.495000    0.003724             0.002630
29.528000    0.007144             0.005329
29.562000    0.003463             0.002244
29.597000    0.003563             0.002339
29.630000    0.003358             0.002198
29.665000    0.003425             0.002209
29.700000    0.003975             0.002762
29.732000    0.003236             0.002113
29.766000    0.003428             0.002206
29.801000    0.007158             0.005251
29.837000    0.003311             0.002203
29.875000    0.007035             0.004554
29.907000    0.003430             0.002338
29.941000    0.005470             0.004113
29.974000    0.003457             0.002339
30.008000    0.003428             0.002172
30.043000    0.003557             0.002277
30.078000    0.003478             0.002301
30.110000    0.005053             0.003547
30.144000    0.003942             0.002758
30.179000    0.003446             0.002146
30.212000    0.003411             0.002249
30.247000    0.003555             0.002192
30.280000    0.003460             0.002042
30.320000    0.007304             0.005152
30.352000    0.006568             0.004647
30.388000    0.003977             0.002542
30.427000    0.003751             0.002396
30.460000    0.007980             0.005662
30.494000    0.003516             0.002185
30.531000    0.003565             0.002433
30.563000    0.003242             0.002037
30.595000    0.003191             0.001936
30.630000    0.003146             0.002047
30.665000    0.003193             0.002032
30.700000    0.004488             0.003224
30.733000    0.003467             0.002338
30.769000    0.005799             0.003405
30.801000    0.003237             0.002040
30.836000    0.004059             0.002798
30.870000    0.003496             0.002294
30.903000    0.003293             0.002091
30.937000    0.003281             0.002135
30.971000    0.003146             0.002023
31.008000    0.004194             0.002624
31.041000    0.003525             0.002481
31.074000    0.006453             0.004583
31.108000    0.003544             0.002303
31.142000    0.003148             0.002000
31.176000    0.003505             0.002171
31.209000    0.003942             0.002360
31.244000    0.003128             0.002045
31.285000    0.004976             0.003619
31.318000    0.003461             0.002098
31.354000    0.003106             0.001937
31.386000    0.003430             0.002293
31.420000    0.004818             0.003347
31.460000    0.004015             0.002701
31.492000    0.003438             0.002277
31.527000    0.003457             0.002093
31.592000    0.002935             0.001893
31.628000    0.002812             0.001867
31.665000    0.004079             0.002785
31.732000    0.003223             0.002191
31.767000    0.003406             0.002417
31.839000    0.006221             0.004195
31.911000    0.003347             0.002248
31.975000    0.003318             0.002349
32.010000    0.002525             0.001510
32.045000    0.002791             0.001896
32.080000    0.005843             0.003816
32.113000    0.005851             0.004184
32.145000    0.003403             0.002326
32.184000    0.002465             0.001569
32.216000    0.003134             0.001619
32.249000    0.002343             0.001520
32.283000    0.002476             0.001582
32.322000    0.003621             0.002136
32.372000    0.003608             0.002155
32.416000    0.002684             0.001640
32.466000    0.003474             0.002430
32.512000    0.004929             0.003290
32.560000    0.003157             0.002139
32.597000    0.004135             0.002624
32.630000    0.002600             0.001607
32.664000    0.002517             0.001594
32.697000    0.002848             0.001753
32.731000    0.002465             0.001613
32.765000    0.003169             0.002037
32.800000    0.003216             0.002192
32.833000    0.005064             0.003808
32.867000    0.002687             0.001758
32.900000    0.003040             0.002002
32.944000    0.003770             0.002648
32.981000    0.002598             0.001611
33.014000    0.003250             0.002183
33.047000    0.002552             0.001478
33.082000    0.003329             0.002192
33.120000    0.003142             0.001931
33.153000    0.002779             0.001563
33.186000    0.002762             0.001712
33.219000    0.002658             0.001634
33.254000    0.002495             0.001590
33.288000    0.002832             0.001932
33.322000    0.002745             0.001700
33.355000    0.002408             0.001586
33.389000    0.002608             0.001702
33.425000    0.003517             0.002500
33.458000    0.002644             0.001682
33.493000    0.003556             0.002502
33.526000    0.002794             0.001739
33.561000    0.002681             0.001696
33.595000    0.002779             0.001799
33.628000    0.003446             0.002317
33.664000    0.002611             0.001691
33.695000    0.002607             0.001729
33.730000    0.003128             0.002159
33.764000    0.005665             0.003960
33.801000    0.003031             0.002107
33.832000    0.005998             0.004113
33.866000    0.002669             0.001753
33.902000    0.005259             0.004022
33.940000    0.004055             0.002926
33.972000    0.002704             0.001799
34.005000    0.003313             0.002333
34.039000    0.002870             0.001856
34.073000    0.003804             0.002383
34.107000    0.003465             0.002482
34.142000    0.003691             0.002642
34.176000    0.002430             0.001528
34.210000    0.003856             0.002599
34.244000    0.002625             0.001702
34.278000    0.003762             0.002349
34.317000    0.003336             0.002350
34.349000    0.003025             0.001806
34.383000    0.003101             0.002077
34.427000    0.002870             0.001822
34.460000    0.003721             0.002742
34.494000    0.002834             0.001831
34.529000    0.002693             0.001703
34.561000    0.002683             0.001696
34.598000    0.005834             0.004542
34.631000    0.006079             0.004074
34.663000    0.002931             0.001745
34.700000    0.004628             0.003411
34.733000    0.002613             0.001687
34.768000    0.005804             0.004050
34.801000    0.002538             0.001693
34.838000    0.002772             0.001827
34.875000    0.006148             0.004406
34.910000    0.003638             0.002554
34.944000    0.006000             0.004243
34.990000    0.003247             0.001961
35.023000    0.002765             0.001681
35.056000    0.002599             0.001573
35.090000    0.002879             0.001497
35.123000    0.002547             0.001494
35.158000    0.003033             0.001676
35.192000    0.003477             0.001758
35.228000    0.002548             0.001589
35.262000    0.005823             0.004164
35.300000    0.002967             0.001645
35.337000    0.004169             0.002951
35.373000    0.003434             0.002449
35.405000    0.002992             0.001920
35.440000    0.005986             0.004140
35.475000    0.005399             0.003581
35.515000    0.003006             0.001833
35.548000    0.002765             0.001796
35.581000    0.002585             0.001612
35.615000    0.002600             0.001422
35.649000    0.002743             0.001687
35.682000    0.003216             0.002216
35.719000    0.002826             0.001632
35.750000    0.004968             0.002247
35.784000    0.003695             0.002495
35.820000    0.005784             0.004022
35.853000    0.002612             0.001619
35.887000    0.002542             0.001619
35.920000    0.002570             0.001520
35.955000    0.002301             0.001390
35.988000    0.002908             0.001684
36.021000    0.002449             0.001505
36.056000    0.002599             0.001580
36.092000    0.002432             0.001506
36.125000    0.003079             0.001943
36.159000    0.002479             0.001487
36.192000    0.002600             0.001544
36.227000    0.003291             0.001919
36.260000    0.002447             0.001551
36.296000    0.002255             0.001403
36.333000    0.003324             0.002291
36.367000    0.002496             0.001503
36.400000    0.002475             0.001493
36.434000    0.002584             0.001533
36.468000    0.003139             0.002068
36.502000    0.002821             0.001725
36.536000    0.003350             0.002228
36.570000    0.002752             0.001701
36.607000    0.004387             0.002479
36.640000    0.003009             0.001929
36.677000    0.005988             0.003785
36.712000    0.002813             0.001714
36.747000    0.005473             0.003529
36.779000    0.002900             0.001580
36.814000    0.005086             0.003374
36.846000    0.004848             0.003330
36.881000    0.002905             0.002034
36.920000    0.002638             0.001577
36.952000    0.003045             0.001897
36.976000    0.002378             0.001326
37.021000    0.002538             0.001556
37.054000    0.002301             0.001271
37.088000    0.002962             0.001867
37.120000    0.002484             0.001612
37.156000    0.003095             0.002104
37.190000    0.002949             0.001941
37.228000    0.003167             0.002097
37.262000    0.003535             0.002287
37.295000    0.002546             0.001619
37.331000    0.005559             0.003815
37.366000    0.003021             0.001690
37.400000    0.005830             0.004113
37.432000    0.005693             0.003965
37.467000    0.002914             0.001855
37.505000    0.005796             0.004115
37.542000    0.003322             0.002341
37.574000    0.003970             0.002941
37.608000    0.005675             0.004046
37.643000    0.004242             0.002692
37.676000    0.004043             0.002653
37.711000    0.005957             0.004125
37.752000    0.003867             0.002692
37.784000    0.003389             0.002139
37.818000    0.002987             0.001785
37.856000    0.003551             0.002432
37.892000    0.004177             0.002528
37.924000    0.002733             0.001757
37.959000    0.003689             0.002654
37.991000    0.002807             0.001753
38.027000    0.003557             0.002477
38.060000    0.002658             0.001717
38.094000    0.002657             0.001653
38.129000    0.005641             0.003675
38.163000    0.003745             0.002668
38.198000    0.002841             0.001691
38.230000    0.005998             0.004695
38.265000    0.002918             0.001950
38.300000    0.003827             0.001938
38.332000    0.003927             0.002820
38.366000    0.005027             0.003367
38.401000    0.002983             0.001835
38.434000    0.003682             0.002719
38.468000    0.005113             0.004081
38.502000    0.003237             0.002119
38.538000    0.002841             0.001821
38.564000    0.003742             0.002606
38.602000    0.006775             0.004648
38.638000    0.002754             0.001736
38.675000    0.005777             0.004577
38.708000    0.003465             0.002400
38.743000    0.004067             0.002808
38.778000    0.003721             0.002592
38.812000    0.005792             0.004367
38.846000    0.004121             0.002995
38.887000    0.003211             0.001878
38.920000    0.002950             0.001885
38.954000    0.003384             0.002293
38.987000    0.003524             0.002444
39.020000    0.003112             0.001981
39.055000    0.003550             0.002408
39.089000    0.003069             0.002036
39.117000    0.004321             0.003071
39.156000    0.003260             0.002197
39.191000    0.004259             0.002930
39.226000    0.005244             0.003326
39.260000    0.003174             0.001998
39.294000    0.003829             0.002658
39.328000    0.007409             0.005112
39.362000    0.003575             0.002343
39.397000    0.005928             0.003843
39.429000    0.004614             0.002747
39.466000    0.006015             0.004646
39.498000    0.006745             0.004801
39.532000    0.006308             0.004532
39.566000    0.007074             0.004917
39.603000    0.004961             0.003449
39.635000    0.003823             0.002618
39.668000    0.003858             0.002756
39.705000    0.006631             0.004604
39.738000    0.005958             0.003860
39.770000    0.003079             0.001929
39.808000    0.006284             0.004280
39.843000    0.013229             0.001941
39.876000    0.006141             0.004015
39.909000    0.005030             0.003171
39.944000    0.006515             0.004219
39.979000    0.003549             0.002133
40.012000    0.002876             0.001747
40.053000    0.004074             0.002406
40.086000    0.003250             0.001976
40.119000    0.003939             0.002631
40.154000    0.003238             0.001990
40.187000    0.003112             0.001872
40.222000    0.003229             0.001957
40.261000    0.005975             0.003855
40.293000    0.003019             0.001747
40.330000    0.004611             0.003114
40.363000    0.003982             0.002510
40.396000    0.003401             0.002103
40.430000    0.003346             0.002045
40.464000    0.006493             0.004128
40.497000    0.003738             0.002439
40.532000    0.006713             0.004421
40.566000    0.003385             0.001990
40.600000    0.003751             0.002218
40.633000    0.005112             0.003239
40.668000    0.004578             0.002947
40.700000    0.003224             0.001784
40.736000    0.004692             0.003106
40.770000    0.006241             0.003922
40.804000    0.004086             0.002847
40.841000    0.003477             0.002102
40.873000    0.007321             0.004158
40.907000    0.004814             0.003377
40.941000    0.003642             0.002233
40.978000    0.005248             0.003279
41.012000    0.004633             0.003145
41.050000    0.004745             0.002719
41.081000    0.003812             0.002176
41.117000    0.002983             0.001653
41.151000    0.003541             0.002032
41.186000    0.004916             0.002330
41.221000    0.004162             0.002808
41.254000    0.003178             0.001767
41.287000    0.003912             0.002199
41.323000    0.003360             0.001878
41.356000    0.004116             0.002390
41.389000    0.002961             0.001670
41.424000    0.003778             0.002458
41.459000    0.003105             0.001855
41.492000    0.003163             0.001729
41.526000    0.003033             0.001759
41.560000    0.002980             0.001613
41.594000    0.003242             0.001931
41.626000    0.003934             0.002522
41.659000    0.003233             0.002022
41.698000    0.004478             0.003044
41.731000    0.003964             0.002625
41.767000    0.005913             0.003687
41.799000    0.003965             0.002667
41.834000    0.003755             0.002513
41.869000    0.003451             0.002108
41.901000    0.003080             0.001626
41.936000    0.004175             0.002792
41.972000    0.005134             0.003002
42.007000    0.007089             0.004595
42.039000    0.006172             0.003890
42.075000    0.007286             0.004820
42.107000    0.002907             0.001543
42.136000    0.003900             0.002703
42.175000    0.003552             0.002318
42.211000    0.005509             0.003092
42.249000    0.002619             0.001501
42.281000    0.002645             0.001446
42.317000    0.002632             0.001401
42.354000    0.004230             0.002493
42.387000    0.002923             0.001675
42.420000    0.002949             0.001481
42.453000    0.006238             0.001562
42.486000    0.003507             0.002221
42.522000    0.003167             0.001734
42.556000    0.002675             0.001442
42.590000    0.002914             0.001552
42.626000    0.002720             0.001379
42.663000    0.003978             0.002331
42.697000    0.003636             0.002311
42.731000    0.002982             0.001533
42.766000    0.003509             0.001979
42.799000    0.004416             0.003149
42.835000    0.004977             0.002488
42.867000    0.003122             0.001909
42.901000    0.003215             0.001837
42.936000    0.003321             0.001802
42.970000    0.003013             0.001746
43.010000    0.003791             0.002502
43.042000    0.004545             0.002942
43.080000    0.002853             0.001473
43.109000    0.003522             0.002252
43.148000    0.003039             0.001694
43.181000    0.004439             0.002870
43.215000    0.003987             0.002534
43.251000    0.002798             0.001516
43.288000    0.002994             0.001571
43.321000    0.004917             0.002761
43.355000    0.002682             0.001434
43.380000    0.002798             0.001571
43.421000    0.003292             0.001865
43.460000    0.003675             0.002241
43.492000    0.002574             0.001354
43.526000    0.002596             0.001430
43.561000    0.004247             0.002952
43.598000    0.002467             0.001361
43.634000    0.003660             0.002403
43.667000    0.003265             0.002001
43.701000    0.003078             0.001725
43.736000    0.002752             0.001560
43.768000    0.002780             0.001491
43.805000    0.003365             0.001871
43.838000    0.003117             0.001786
43.873000    0.002952             0.001684
43.905000    0.003073             0.001817
43.941000    0.004035             0.002693
43.973000    0.004046             0.002458
44.008000    0.003178             0.001706
44.040000    0.005017             0.003512
44.081000    0.006099             0.004295
44.118000    0.005370             0.001700
44.152000    0.003510             0.002063
44.183000    0.003293             0.001822
44.219000    0.005677             0.002870
44.252000    0.002893             0.001595
44.286000    0.003834             0.002248
44.320000    0.003895             0.002627
44.356000    0.003225             0.001879
44.388000    0.003560             0.001961
44.423000    0.006403             0.004090
44.456000    0.003186             0.001903
44.490000    0.004088             0.002698
44.525000    0.003991             0.002595
44.558000    0.004569             0.003182
44.592000    0.002999             0.001734
44.630000    0.004449             0.002979
44.663000    0.004472             0.003273
44.698000    0.003827             0.002472
44.730000    0.004090             0.002732
44.764000    0.003063             0.001796
44.806000    0.005344             0.002932
44.838000    0.004728             0.003444
44.872000    0.004771             0.003284
44.907000    0.007449             0.004976
44.942000    0.004174             0.002646
44.973000    0.004081             0.002813
45.009000    0.007236             0.004361
45.057000    0.005115             0.002993
45.099000    0.003926             0.002408
45.133000    0.004740             0.003187
45.168000    0.004208             0.002872
45.203000    0.005121             0.003612
45.236000    0.011899             0.009539
45.269000    0.004067             0.002723
45.305000    0.004544             0.003071
45.340000    0.004613             0.003104
45.373000    0.003883             0.002554
45.407000    0.004199             0.002824
45.441000    0.006570             0.004259
45.474000    0.004449             0.002933
45.509000    0.003742             0.002247
45.546000    0.006885             0.004280
45.578000    0.006506             0.003796
45.612000    0.004184             0.002654
45.648000    0.007641             0.004789
45.679000    0.005608             0.003954
45.714000    0.004016             0.002313
45.750000    0.004031             0.002488
45.784000    0.004236             0.002755
45.817000    0.003632             0.002186
45.852000    0.002910             0.001507
45.885000    0.002894             0.001580
45.919000    0.003136             0.001871
45.955000    0.005476             0.003009
45.989000    0.002864             0.001493
46.022000    0.003069             0.001717
46.056000    0.003213             0.001695
46.088000    0.002749             0.001463
46.129000    0.005101             0.003321
46.160000    0.002810             0.001380
46.195000    0.002793             0.001461
46.229000    0.002810             0.001498
46.268000    0.003839             0.002281
46.304000    0.005438             0.003363
46.337000    0.005901             0.003555
46.372000    0.002689             0.001418
46.437000    0.003761             0.002229
46.474000    0.003112             0.001459
46.509000    0.002903             0.001639
46.576000    0.006112             0.003703
46.614000    0.003519             0.002262
46.647000    0.003652             0.001916
46.680000    0.002756             0.001536
46.715000    0.004172             0.002722
46.748000    0.003542             0.002070
46.783000    0.006414             0.004053
46.827000    0.003442             0.002209
46.875000    0.003723             0.002326
46.920000    0.003581             0.002267
46.956000    0.003337             0.001805
46.990000    0.003655             0.002255
47.024000    0.003485             0.002221
47.057000    0.003016             0.001514
47.091000    0.002966             0.001645
47.125000    0.002719             0.001404
47.159000    0.003006             0.001524
47.194000    0.003504             0.001906
47.230000    0.007185             0.004285
47.267000    0.002718             0.001567
47.299000    0.002566             0.001380
47.337000    0.002600             0.001441
47.369000    0.003475             0.002237
47.404000    0.002752             0.001488
47.438000    0.002787             0.001485
47.476000    0.003776             0.002233
47.509000    0.006319             0.003797
47.543000    0.002498             0.001345
47.583000    0.002753             0.001454
47.612000    0.005737             0.003360
47.651000    0.004300             0.002455
47.686000    0.003322             0.002071
47.720000    0.002951             0.001576
47.753000    0.002674             0.001373
47.790000    0.005791             0.003612
47.822000    0.004986             0.002751
47.850000    0.003258             0.002141
47.888000    0.004963             0.001563
47.933000    0.005396             0.003670
47.966000    0.003494             0.002383
48.002000    0.005342             0.003467
48.035000    0.003296             0.002093
48.070000    0.002845             0.001697
48.104000    0.002604             0.001359
48.136000    0.002795             0.001577
48.170000    0.003664             0.002471
