lidar_end_time     cur_frame_time(s)      ekf_consuming_time(s)
23.047000    0.003860             0.002595
23.089000    0.003594             0.002184
23.123000    0.005374             0.003800
23.158000    0.005217             0.003702
23.189000    0.003876             0.002399
23.227000    0.005775             0.003448
23.261000    0.003712             0.002305
23.294000    0.004765             0.002451
23.329000    0.004184             0.002730
23.364000    0.008040             0.005533
23.399000    0.004260             0.002770
23.434000    0.004181             0.002543
23.469000    0.004594             0.003270
23.504000    0.007446             0.004962
23.539000    0.003799             0.002536
23.574000    0.003525             0.002281
23.608000    0.004301             0.002739
23.645000    0.007823             0.005411
23.678000    0.005369             0.003668
23.712000    0.004496             0.002777
23.747000    0.005084             0.003662
23.777000    0.016091             0.003366
23.815000    0.006967             0.004665
23.850000    0.004394             0.003135
23.883000    0.004756             0.003527
23.916000    0.004474             0.003137
23.950000    0.005693             0.003448
23.989000    0.004222             0.002959
24.023000    0.004217             0.002643
24.057000    0.007442             0.005072
24.091000    0.007579             0.005164
24.124000    0.004462             0.003009
24.158000    0.004185             0.002947
24.191000    0.003443             0.002238
24.231000    0.006118             0.003802
24.263000    0.005063             0.002986
24.298000    0.004467             0.003198
24.332000    0.004782             0.003314
24.366000    0.006153             0.004001
24.414000    0.006037             0.003813
24.450000    0.005238             0.003910
24.485000    0.006119             0.004673
24.518000    0.003326             0.002097
24.552000    0.003341             0.002046
24.586000    0.004611             0.003406
24.623000    0.006213             0.003884
24.657000    0.006558             0.005100
24.690000    0.006069             0.003607
24.725000    0.003855             0.002495
24.758000    0.005423             0.003198
24.792000    0.004135             0.002606
24.826000    0.007006             0.004744
24.859000    0.004338             0.002660
24.898000    0.004838             0.002719
24.937000    0.004356             0.002102
24.970000    0.003318             0.002118
25.009000    0.004322             0.003067
25.041000    0.004860             0.003375
25.075000    0.007729             0.004973
25.109000    0.005499             0.003419
25.143000    0.004554             0.003232
25.183000    0.005445             0.003244
25.219000    0.003423             0.002173
25.251000    0.005379             0.003540
25.285000    0.004764             0.003311
25.320000    0.006480             0.005054
25.353000    0.005445             0.003906
25.387000    0.003470             0.002238
25.422000    0.005483             0.003345
25.459000    0.007125             0.004622
25.493000    0.005199             0.003199
25.527000    0.007095             0.004898
25.564000    0.007355             0.004942
25.598000    0.005388             0.003611
25.632000    0.004524             0.003275
25.666000    0.007523             0.005246
25.700000    0.005936             0.003470
25.736000    0.006221             0.004049
25.769000    0.006583             0.005021
25.802000    0.004111             0.002280
25.838000    0.007684             0.005373
25.871000    0.004190             0.002863
25.906000    0.004092             0.002801
25.942000    0.005407             0.003872
25.979000    0.006026             0.003533
26.012000    0.004623             0.003181
26.047000    0.004897             0.003476
26.083000    0.007966             0.005505
26.116000    0.007071             0.004846
26.150000    0.004233             0.003002
26.183000    0.005887             0.004592
26.217000    0.004262             0.002969
26.251000    0.007288             0.005047
26.285000    0.004844             0.003393
26.320000    0.006237             0.003720
26.354000    0.003801             0.002672
26.388000    0.004649             0.003366
26.422000    0.006266             0.003917
26.455000    0.003339             0.002097
26.491000    0.007897             0.005667
26.526000    0.007711             0.005069
26.560000    0.003889             0.002587
26.594000    0.004568             0.003122
26.649000    0.006012             0.003033
26.693000    0.004751             0.003466
26.727000    0.005765             0.004331
26.766000    0.003768             0.002380
26.803000    0.004169             0.002739
26.836000    0.005793             0.004059
26.873000    0.005068             0.003218
26.908000    0.004951             0.003536
26.945000    0.005445             0.003987
26.985000    0.005749             0.004113
27.020000    0.007077             0.004971
27.055000    0.004378             0.002852
27.089000    0.003927             0.002335
27.129000    0.004032             0.002318
27.175000    0.004679             0.003319
27.219000    0.005229             0.003497
27.254000    0.004570             0.002887
27.295000    0.004000             0.002503
27.333000    0.003642             0.002166
27.371000    0.004745             0.003355
27.406000    0.005131             0.003713
27.443000    0.007184             0.004519
27.479000    0.005854             0.004164
27.517000    0.006509             0.004194
27.553000    0.005258             0.003727
27.587000    0.003745             0.002378
27.625000    0.004276             0.002757
27.661000    0.005140             0.003736
27.696000    0.003538             0.002240
27.733000    0.005514             0.003195
27.773000    0.007606             0.005602
27.813000    0.005452             0.003871
27.847000    0.003621             0.002387
27.882000    0.005135             0.003622
27.915000    0.005601             0.003714
27.949000    0.005680             0.004104
27.985000    0.003742             0.002203
28.018000    0.004461             0.003180
28.053000    0.003639             0.002354
28.087000    0.004868             0.002331
28.121000    0.003584             0.002256
28.156000    0.006795             0.004441
28.190000    0.006655             0.004343
28.224000    0.003477             0.002243
28.259000    0.005780             0.004142
28.289000    0.006903             0.005352
28.327000    0.004694             0.003387
28.361000    0.004461             0.003141
28.400000    0.004794             0.002321
28.434000    0.005305             0.003004
28.469000    0.003537             0.002139
28.504000    0.004305             0.002754
28.540000    0.003548             0.002323
28.572000    0.003857             0.002529
28.606000    0.005225             0.003776
28.641000    0.003858             0.002577
28.674000    0.005338             0.003212
28.710000    0.003807             0.002375
28.750000    0.005879             0.003653
28.786000    0.004565             0.003311
28.825000    0.004012             0.002300
28.865000    0.004957             0.003598
28.909000    0.007049             0.005201
28.957000    0.007361             0.004669
29.006000    0.004003             0.002605
29.041000    0.004790             0.003632
29.074000    0.004247             0.002595
29.109000    0.006499             0.004263
29.144000    0.004605             0.003322
29.177000    0.004450             0.002229
29.212000    0.003507             0.002169
29.244000    0.003284             0.002035
29.279000    0.004704             0.003066
29.313000    0.005521             0.004265
29.347000    0.004481             0.003122
29.380000    0.003329             0.002000
29.415000    0.003710             0.002535
29.449000    0.007605             0.005157
29.483000    0.006662             0.004495
29.517000    0.004320             0.003116
29.551000    0.006785             0.005389
29.587000    0.004606             0.002881
29.621000    0.005450             0.003403
29.655000    0.005288             0.003831
29.691000    0.005118             0.003713
29.726000    0.004804             0.003267
29.767000    0.005223             0.003645
29.799000    0.005232             0.003529
29.842000    0.004034             0.002631
29.876000    0.004561             0.003274
29.912000    0.003959             0.002523
29.945000    0.003611             0.002261
29.981000    0.007432             0.005289
30.015000    0.003455             0.002154
30.051000    0.004339             0.002922
30.085000    0.006466             0.004269
30.119000    0.008221             0.005509
30.153000    0.005275             0.003053
30.189000    0.004620             0.003307
30.226000    0.007367             0.004909
30.265000    0.004535             0.003314
30.316000    0.004945             0.003324
30.367000    0.004399             0.002082
30.417000    0.003976             0.002669
30.459000    0.005721             0.004493
30.493000    0.007272             0.004920
30.526000    0.007502             0.005107
30.560000    0.003544             0.002268
30.595000    0.004480             0.003078
30.629000    0.003539             0.002226
30.665000    0.005712             0.004174
30.700000    0.007604             0.005047
30.735000    0.005380             0.002986
30.767000    0.003430             0.002229
30.806000    0.005518             0.003225
30.840000    0.005183             0.003607
30.874000    0.003685             0.002515
30.907000    0.003641             0.002263
30.942000    0.006170             0.004111
30.979000    0.003456             0.002206
31.013000    0.003806             0.002357
31.050000    0.004521             0.003236
31.085000    0.007781             0.005591
31.119000    0.006741             0.005288
31.153000    0.003278             0.002077
31.186000    0.007084             0.004732
31.221000    0.006693             0.003945
31.255000    0.004809             0.003507
31.294000    0.006523             0.003966
31.327000    0.004068             0.002723
31.357000    0.005130             0.003656
31.396000    0.007021             0.004872
31.428000    0.003516             0.002063
31.464000    0.004789             0.003498
31.502000    0.007000             0.005576
31.535000    0.004489             0.003131
31.569000    0.004844             0.003287
31.604000    0.004033             0.002782
31.638000    0.004824             0.003140
31.676000    0.004823             0.003480
31.709000    0.004530             0.003294
31.746000    0.008149             0.005691
31.780000    0.004740             0.003328
31.815000    0.004739             0.003357
31.850000    0.004563             0.003282
31.883000    0.004621             0.003262
31.917000    0.003378             0.002107
31.951000    0.003607             0.002257
31.985000    0.005651             0.003422
32.019000    0.003506             0.002226
32.053000    0.003929             0.002118
32.087000    0.007678             0.005091
32.121000    0.003454             0.002185
32.155000    0.003582             0.002276
32.188000    0.004297             0.003091
32.223000    0.006519             0.004458
32.256000    0.004033             0.002382
32.300000    0.004610             0.003338
32.349000    0.004701             0.003393
32.386000    0.006431             0.004144
32.418000    0.004749             0.003382
32.453000    0.005915             0.003790
32.489000    0.004019             0.002279
32.522000    0.004307             0.002757
32.562000    0.006128             0.003190
32.597000    0.005056             0.002776
32.632000    0.005246             0.002932
32.673000    0.004902             0.003523
32.724000    0.003552             0.002139
32.775000    0.004469             0.003149
32.826000    0.004563             0.003238
32.872000    0.005064             0.003455
32.908000    0.005399             0.003461
32.942000    0.003348             0.002148
32.976000    0.005619             0.004173
33.009000    0.003464             0.002269
33.046000    0.003707             0.002355
33.086000    0.005688             0.003156
33.120000    0.004544             0.003289
33.160000    0.003540             0.002356
33.202000    0.005072             0.002568
33.239000    0.003963             0.002411
33.275000    0.004851             0.003604
33.315000    0.004257             0.002697
33.380000    0.007393             0.005005
33.412000    0.003427             0.002156
33.453000    0.005211             0.002532
33.503000    0.003602             0.002375
33.550000    0.004026             0.002693
33.609000    0.004539             0.003187
33.658000    0.007279             0.005224
33.697000    0.003553             0.002299
33.732000    0.005411             0.003691
33.768000    0.003534             0.002240
33.802000    0.003533             0.002311
33.840000    0.004574             0.003210
33.877000    0.007736             0.005386
33.911000    0.003777             0.002371
33.948000    0.005950             0.004233
33.982000    0.005271             0.003571
34.017000    0.006165             0.004776
34.050000    0.005240             0.003777
34.084000    0.004169             0.002682
34.119000    0.007727             0.005389
34.152000    0.004873             0.003426
34.187000    0.004250             0.002894
34.221000    0.005485             0.004016
34.255000    0.005670             0.004010
34.290000    0.004188             0.002698
34.323000    0.007124             0.005152
34.357000    0.005534             0.003027
34.391000    0.004597             0.003203
34.426000    0.005318             0.003324
34.459000    0.004956             0.003423
34.496000    0.007385             0.004897
34.530000    0.004857             0.003505
34.565000    0.004520             0.002640
34.597000    0.003462             0.002123
34.634000    0.005645             0.003279
34.667000    0.003639             0.002274
34.701000    0.004618             0.003193
34.736000    0.004173             0.002479
34.770000    0.005760             0.003052
34.806000    0.006932             0.004568
34.842000    0.003753             0.002441
34.877000    0.003694             0.002263
34.911000    0.004837             0.003454
34.947000    0.004700             0.003200
34.982000    0.005188             0.003611
35.017000    0.004641             0.003105
35.054000    0.005143             0.003686
35.087000    0.004006             0.002593
35.123000    0.007044             0.004536
35.156000    0.005736             0.004386
35.191000    0.008281             0.005202
35.226000    0.005682             0.003891
35.264000    0.006293             0.004055
35.305000    0.003606             0.002207
35.355000    0.003906             0.002532
35.406000    0.004173             0.002703
35.445000    0.003655             0.002205
35.479000    0.003638             0.002317
35.513000    0.003934             0.002381
35.549000    0.003518             0.002050
35.585000    0.003631             0.002248
35.625000    0.004773             0.003227
35.659000    0.005811             0.004100
35.693000    0.006866             0.005329
35.727000    0.004960             0.003499
35.766000    0.005450             0.002924
35.801000    0.003773             0.002376
35.833000    0.004617             0.003184
35.868000    0.003577             0.002276
35.906000    0.003380             0.002111
35.940000    0.003603             0.002179
35.976000    0.005839             0.003523
36.010000    0.004918             0.003340
36.045000    0.003402             0.002021
36.080000    0.004632             0.003246
36.115000    0.006541             0.005011
36.149000    0.004533             0.003312
36.185000    0.006424             0.004499
36.216000    0.006715             0.004916
36.256000    0.005481             0.003750
36.291000    0.005129             0.003600
36.328000    0.003701             0.002281
36.361000    0.004188             0.002808
36.400000    0.005449             0.003596
36.434000    0.004145             0.002722
36.466000    0.005291             0.003546
36.502000    0.005024             0.003503
36.537000    0.004581             0.002272
36.572000    0.008400             0.002500
36.607000    0.003619             0.002215
36.642000    0.003555             0.002173
36.678000    0.003897             0.002403
36.713000    0.006395             0.003612
36.748000    0.007506             0.005629
36.799000    0.003876             0.002234
36.848000    0.005963             0.003319
36.900000    0.007939             0.005119
36.950000    0.005801             0.003227
36.994000    0.003760             0.002338
37.028000    0.006120             0.004584
37.062000    0.004683             0.003422
37.096000    0.006203             0.003663
37.130000    0.006115             0.004765
37.164000    0.007406             0.005727
37.197000    0.005188             0.003555
37.232000    0.003577             0.002342
37.269000    0.007650             0.005707
37.309000    0.007188             0.005056
37.343000    0.006585             0.004718
37.382000    0.003526             0.002383
37.423000    0.007488             0.004972
37.458000    0.005989             0.003564
37.492000    0.003342             0.002173
37.526000    0.004413             0.003116
37.560000    0.005818             0.003659
37.594000    0.007536             0.005007
37.632000    0.007045             0.005444
37.666000    0.004041             0.002585
37.704000    0.004562             0.002532
37.739000    0.003325             0.002084
37.773000    0.005675             0.003630
37.806000    0.004040             0.002842
37.846000    0.003397             0.001930
37.881000    0.006653             0.004617
37.914000    0.005050             0.003117
37.948000    0.005692             0.003314
37.983000    0.006201             0.004334
38.016000    0.004306             0.002962
38.053000    0.005925             0.003786
38.086000    0.004023             0.002730
38.121000    0.002657             0.001601
38.155000    0.005729             0.003743
38.189000    0.004629             0.003526
38.222000    0.005585             0.004119
38.257000    0.004747             0.002935
38.291000    0.003759             0.002523
38.327000    0.004979             0.003222
38.361000    0.003416             0.001951
38.395000    0.003422             0.002339
38.429000    0.003631             0.002625
38.477000    0.004497             0.002593
38.522000    0.005899             0.003996
38.556000    0.003300             0.002231
38.591000    0.005798             0.003840
38.627000    0.002695             0.001661
38.662000    0.005426             0.003628
38.696000    0.005147             0.003189
38.732000    0.003823             0.002307
38.769000    0.002767             0.001728
38.803000    0.003460             0.002373
38.838000    0.003448             0.002421
38.872000    0.002349             0.001445
38.906000    0.004353             0.002810
38.941000    0.005332             0.003610
38.982000    0.004736             0.003131
39.017000    0.005550             0.003708
39.051000    0.004754             0.003290
39.086000    0.005335             0.004053
39.120000    0.003517             0.002416
39.154000    0.003541             0.002526
39.188000    0.003314             0.002281
39.222000    0.002588             0.001572
39.256000    0.004392             0.002660
39.294000    0.003387             0.002351
39.330000    0.003749             0.002674
39.364000    0.003741             0.002631
39.398000    0.006071             0.003951
39.432000    0.003152             0.001928
39.468000    0.003661             0.002439
39.503000    0.005082             0.003315
39.538000    0.003747             0.002602
39.572000    0.002660             0.001683
39.606000    0.003247             0.002092
39.640000    0.003585             0.002162
39.674000    0.003580             0.002393
39.711000    0.003299             0.002124
39.745000    0.003090             0.001893
39.779000    0.003159             0.001958
39.813000    0.005855             0.004492
39.848000    0.003012             0.001888
39.882000    0.004264             0.002929
39.918000    0.007818             0.005206
39.954000    0.006775             0.004611
39.989000    0.004427             0.003140
40.025000    0.004181             0.003022
40.059000    0.006202             0.004657
40.093000    0.004320             0.002359
40.127000    0.003852             0.002582
40.166000    0.004340             0.002846
40.201000    0.004449             0.003307
40.237000    0.007791             0.005268
40.271000    0.006515             0.004189
40.306000    0.008752             0.003103
40.341000    0.003113             0.001972
40.376000    0.003281             0.001909
40.411000    0.004910             0.003095
40.445000    0.004751             0.003356
40.482000    0.006245             0.004052
40.515000    0.004064             0.002963
40.554000    0.004629             0.002560
40.595000    0.003342             0.002099
40.629000    0.005487             0.003530
40.663000    0.004367             0.003185
40.697000    0.006871             0.004760
40.732000    0.007581             0.005416
40.768000    0.006265             0.003701
40.802000    0.006819             0.004683
40.836000    0.006061             0.004223
40.871000    0.007023             0.004945
40.906000    0.003896             0.002604
40.942000    0.003210             0.001785
40.978000    0.004407             0.003254
41.013000    0.003612             0.002311
41.052000    0.006271             0.004496
41.085000    0.005971             0.004055
41.122000    0.004636             0.003262
41.159000    0.003986             0.002886
41.196000    0.006123             0.004139
41.238000    0.003897             0.002110
41.277000    0.003971             0.002281
41.314000    0.006631             0.004624
41.348000    0.004237             0.001835
41.382000    0.006262             0.004218
41.416000    0.003995             0.002648
41.453000    0.007069             0.004527
41.487000    0.004296             0.002952
41.521000    0.004110             0.002782
41.555000    0.006450             0.004299
41.588000    0.002837             0.001649
41.623000    0.005399             0.003524
41.658000    0.004930             0.002953
41.692000    0.003454             0.002386
41.726000    0.005542             0.003220
41.760000    0.005277             0.003517
41.799000    0.004384             0.003029
41.845000    0.002760             0.001590
41.878000    0.006166             0.003816
41.913000    0.006285             0.004046
41.948000    0.003860             0.002573
41.984000    0.005307             0.003664
42.018000    0.003862             0.002405
42.051000    0.002561             0.001452
42.088000    0.004117             0.002730
42.139000    0.011162             0.009890
42.191000    0.005869             0.003650
42.224000    0.004668             0.002649
42.261000    0.003368             0.002297
42.295000    0.005356             0.003586
42.329000    0.003244             0.002098
42.362000    0.003051             0.001966
42.397000    0.003972             0.002605
42.431000    0.003585             0.001825
42.466000    0.003186             0.002150
42.500000    0.004478             0.002484
42.535000    0.002586             0.001518
42.571000    0.002758             0.001781
42.611000    0.003179             0.002002
42.647000    0.002661             0.001476
42.681000    0.002629             0.001665
42.715000    0.002810             0.001789
42.749000    0.002594             0.001510
42.783000    0.002557             0.001610
42.818000    0.005148             0.003472
42.852000    0.002943             0.001738
42.890000    0.006118             0.004182
42.925000    0.003218             0.002191
42.960000    0.005689             0.003828
42.994000    0.003899             0.002707
43.032000    0.005104             0.003471
43.064000    0.002751             0.001671
43.100000    0.005216             0.003653
43.140000    0.002892             0.001565
43.174000    0.004494             0.003180
43.207000    0.003850             0.002817
43.242000    0.003553             0.002472
43.275000    0.003645             0.002403
43.310000    0.004493             0.003256
43.344000    0.003825             0.002184
43.378000    0.002718             0.001648
43.411000    0.002699             0.001658
43.447000    0.003984             0.002808
43.482000    0.003451             0.002300
43.518000    0.005897             0.004066
43.553000    0.003646             0.002399
43.596000    0.003276             0.001955
43.633000    0.004928             0.002905
43.676000    0.003896             0.002682
43.711000    0.003431             0.002255
43.745000    0.002680             0.001656
43.779000    0.003771             0.002737
43.817000    0.004484             0.002516
43.852000    0.005431             0.003887
43.887000    0.004627             0.003432
43.921000    0.005686             0.004294
43.954000    0.004086             0.002872
43.990000    0.003710             0.002614
44.026000    0.003305             0.002045
44.061000    0.003769             0.002567
44.094000    0.004553             0.003263
44.129000    0.004719             0.003237
44.164000    0.006027             0.003925
44.201000    0.004724             0.002927
44.236000    0.004183             0.002679
44.270000    0.003970             0.002845
44.304000    0.003105             0.001912
44.339000    0.005609             0.003655
44.376000    0.003643             0.002295
44.411000    0.003737             0.002515
44.447000    0.005529             0.003267
44.487000    0.006025             0.003890
44.536000    0.003872             0.002734
44.587000    0.005061             0.003181
44.633000    0.007520             0.004939
44.668000    0.002723             0.001685
44.702000    0.004401             0.003142
44.736000    0.003951             0.002475
44.770000    0.005850             0.004221
44.805000    0.003937             0.002642
44.841000    0.005160             0.003301
44.876000    0.003336             0.002128
44.914000    0.005922             0.003996
44.948000    0.002621             0.001622
44.982000    0.003641             0.002666
45.019000    0.004763             0.003159
45.054000    0.005590             0.003780
45.092000    0.005619             0.003942
45.127000    0.002719             0.001551
45.166000    0.003057             0.001613
45.207000    0.004594             0.002764
45.242000    0.003745             0.002468
45.278000    0.002625             0.001596
45.312000    0.002667             0.001649
45.346000    0.002889             0.001525
45.386000    0.004720             0.002716
45.421000    0.005121             0.003667
45.455000    0.003213             0.001817
45.490000    0.003377             0.002175
45.531000    0.002921             0.001698
45.580000    0.006096             0.004155
45.625000    0.003758             0.002649
45.663000    0.005250             0.003306
45.702000    0.004882             0.002661
45.739000    0.003132             0.001959
45.773000    0.003444             0.002266
45.809000    0.003316             0.002038
45.843000    0.002747             0.001765
45.877000    0.002622             0.001583
45.912000    0.006101             0.003539
45.947000    0.003596             0.002098
45.981000    0.004353             0.003040
46.015000    0.002828             0.001649
46.050000    0.002825             0.001770
46.084000    0.003648             0.001592
46.118000    0.005587             0.003762
46.154000    0.003391             0.002369
46.188000    0.002735             0.001662
46.222000    0.003129             0.001805
46.261000    0.006061             0.003903
46.293000    0.005915             0.003816
46.331000    0.003687             0.002542
46.362000    0.002671             0.001585
46.397000    0.002538             0.001494
46.432000    0.005761             0.003332
46.467000    0.002501             0.001503
46.502000    0.002497             0.001415
46.537000    0.002946             0.001671
46.573000    0.002507             0.001388
46.610000    0.002573             0.001483
46.644000    0.002544             0.001355
46.681000    0.002966             0.001765
46.717000    0.003119             0.001875
46.760000    0.003755             0.002373
46.800000    0.002489             0.001331
46.838000    0.003376             0.002122
46.877000    0.003416             0.002083
46.912000    0.004278             0.002967
46.947000    0.002468             0.001309
46.984000    0.004960             0.002951
47.019000    0.004899             0.003124
47.052000    0.003441             0.001939
47.086000    0.004626             0.002824
47.120000    0.003390             0.002117
47.158000    0.003070             0.002022
47.193000    0.003197             0.001614
47.229000    0.003308             0.002071
47.263000    0.002292             0.001262
47.298000    0.004868             0.002459
47.332000    0.005059             0.002709
47.371000    0.002998             0.001586
47.405000    0.002405             0.001329
47.441000    0.003753             0.002229
47.474000    0.003240             0.002092
47.507000    0.003138             0.001467
47.543000    0.002837             0.001578
47.578000    0.002837             0.001630
47.612000    0.003285             0.002010
47.646000    0.003152             0.002015
47.680000    0.003948             0.002618
47.714000    0.002889             0.001743
47.751000    0.004790             0.003480
47.787000    0.002237             0.001132
47.821000    0.004776             0.002783
47.856000    0.003487             0.002023
47.888000    0.002241             0.001203
47.925000    0.003363             0.001907
47.964000    0.006214             0.004002
48.000000    0.003970             0.001797
48.034000    0.005062             0.002497
48.071000    0.003098             0.001903
48.105000    0.002464             0.001301
48.139000    0.002462             0.001139
48.174000    0.003308             0.001875
48.213000    0.004918             0.002829
48.247000    0.003079             0.001908
48.285000    0.003303             0.001825
48.322000    0.002405             0.001229
48.361000    0.003346             0.001927
48.397000    0.004121             0.002336
48.436000    0.003260             0.001807
48.473000    0.002497             0.001242
48.511000    0.003183             0.001868
